
Drone 1 Path
0.0,0.15,0.0,-0.0,0.0,0.0
0.0,0.14999872395833333,0.0,-7.075744463146649e-22,-4.655250970553045e-19,-0.003039895833333332
-5.612169209655018e-42,0.14999617838353077,-9.411477191714447e-24,-3.516559643098211e-21,-9.3104174071947e-19,-0.009028205891621387
1.1949569751139323e-25,0.14999237430604745,5.133790732381076e-07,-3.516559643098207e-21,-9.310417407194699e-19,-0.017829155462641934
1.0647716799927382e-24,0.14998733127051772,2.5515715568989256e-06,-1.4477344240721083e-20,-1.3964359637176337e-18,-0.029265364236373635
4.220323314452432e-24,0.14998108044546102,7.601626904862591e-06,-3.1322430290779646e-20,-1.861653181272862e-18,-0.043121165547200205
1.1836543706157029e-23,0.1499736666427833,1.7597362246160214e-05,-5.511592038860349e-20,-2.3265655552979268e-18,-0.059146489386679504
2.773483215246076e-23,0.14996514910908865,3.4884887372814904e-05,-1.1847427881589348e-19,-3.2554464243362746e-18,-0.07706123184683973
5.7607645467428e-23,0.1499556010357133,6.21832785429392e-05,-1.9919669844923613e-19,-4.182977318875893e-18,-0.0965600267933656
1.0995976206609698e-22,0.1499451078173641,0.00010254111343856882,-3.234141806405679e-19,-5.340122796871043e-18,-0.11731733095042914
1.9717133792425319e-22,0.1499337641653139,0.00015928947561773325,-5.316471689349302e-19,-6.956069905845277e-18,-0.1389927311711447
3.361945600100592e-22,0.14992167024689704,0.00023599191775824918,-7.927169296003865e-19,-8.682123653280294e-18,-0.16123638234154872
5.500179682825533e-22,0.14990892707670275,0.00033639176419731747,-1.0717008391827193e-18,-1.0283675567897538e-17,-0.18369448592024967
8.688480083919135e-22,0.14989563142554557,0.0004643570573984187,-1.4090030935106508e-18,-1.199275746550314e-17,-0.20601472229906137
1.3299592750826448e-21,0.14988187054070654,0.0006238234278503856,-1.8833674168345875e-18,-1.414503204664425e-17,-0.2278515547044421
1.9772402835096937e-21,0.1498677169849091,0.0008187352038457276,-2.4303593603456135e-18,-1.639620638995162e-17,-0.24887132796355663
2.861539580499184e-21,0.149853223901632,0.0010529851802070465,-3.0223467862119003e-18,-1.863221177601052e-17,-0.26875709186439356
4.040599277798475e-21,0.14983842099999037,0.0013303536283689817,-3.7838395703367e-18,-2.13006139625178e-17,-0.28721308580620747
5.577678932735619e-21,0.14982331152271025,0.0016544473402936829,-4.455525507399158e-18,-2.3506393203069023e-17,-0.3039688287602915
7.540342116487992e-21,0.1498078704150849,0.0020286397327209348,-5.339108235079446e-18,-2.625175925372598e-17,-0.3187827660772812
9.998015094100763e-21,0.1497920438514279,0.00245601326595705,-6.296337599384957e-18,-2.909157203035082e-17,-0.3314454322613653
1.3019385007690382e-20,0.14977575019998315,0.0029393056177723,-7.227301133672258e-18,-3.175198877377149e-17,-0.34178209639626833
1.6670158136373687e-20,0.14975888242092378,0.0034808611625714494,-8.24099124597843e-18,-3.456635601161761e-17,-0.34965486439663157
2.1009539644249752e-20,0.1497413118003969,0.00408258930856226,-9.15210498789711e-18,-3.7044579135414964e-17,-0.3549642196403664
2.608672656867079e-20,0.14972289283374673,0.004745931122043468,-1.0153993253413825e-17,-3.9736433590632817e-17,-0.3576499907989498
3.193738138582553e-20,0.1497034689912832,0.005471835415174617,-1.0996256081545417e-17,-4.199000341598106e-17,-0.357691742819355
3.858043647579991e-20,0.1496828790383358,0.006260745107391459,-1.1673089866436606e-17,-4.380799007795069e-17,-0.3551085940212354
4.601529818703528e-20,0.14966096354444738,0.007112594224457802,-1.252355909540914e-17,-4.611965975638422e-17,-0.349959002962058
